cibil_score,applicant_income,coapplicant_income,loan_amount,loan_tenure_months,existing_debts,credit_card_utilization,delinquent_lines_2yrs,credit_history_years,employment_status,education,home_ownership,loan_purpose,loan_status
714,547200.0,0.0,1926000.0,120,136800.0,0.61,0,6.5,Self-Employed,Post Graduate,MORTGAGE,Home,0
702,1473600.0,0.0,1612000.0,60,391200.0,0.42,1,5.7,Salaried,Post Graduate,MORTGAGE,Vehicle,1
781,350400.0,0.0,255000.0,36,50400.0,0.15,0,1.7,Self-Employed,Graduate,MORTGAGE,Personal,1
703,1429200.0,295200.0,783000.0,48,324000.0,0.88,0,6.7,Business,Undergraduate,OWN,Vehicle,1
618,493200.0,361200.0,3128000.0,300,26400.0,0.26,0,10.9,Business,Post Graduate,OWN,Home,1
757,1219200.0,0.0,755000.0,12,6000.0,0.06,1,7.3,Salaried,Post Graduate,OWN,Business,0
640,271200.0,417600.0,226000.0,12,110400.0,0.3,0,7.4,Business,Post Graduate,MORTGAGE,Business,1
671,812400.0,632400.0,780000.0,36,162000.0,0.7,0,9.8,Business,Undergraduate,RENT,Education,1
744,392400.0,206400.0,640000.0,36,40800.0,0.51,0,9.1,Self-Employed,Graduate,OWN,Personal,1
765,270000.0,0.0,100000.0,24,39600.0,0.39,2,0.5,Salaried,Post Graduate,OWN,Business,1
577,663600.0,0.0,368000.0,24,154800.0,0.77,0,6.0,Business,Professional,OWN,Business,0
715,1024800.0,584400.0,8380000.0,240,436800.0,0.79,0,16.6,Self-Employed,Graduate,OWN,Home,0
692,369600.0,0.0,355000.0,36,120000.0,0.65,1,7.7,Salaried,Post Graduate,RENT,Vehicle,0
646,258000.0,405600.0,371000.0,24,110400.0,0.46,0,9.4,Salaried,Post Graduate,OWN,Personal,0
814,559200.0,841200.0,1201000.0,24,28800.0,0.56,0,1.5,Self-Employed,Graduate,RENT,Personal,1
777,560400.0,0.0,2413000.0,180,44400.0,0.35,0,0.7,Business,Post Graduate,OWN,Home,0
608,795600.0,454800.0,1420000.0,36,129600.0,0.35,0,4.7,Salaried,Graduate,RENT,Vehicle,0
757,991200.0,0.0,638000.0,36,109200.0,0.52,0,1.9,Business,Graduate,RENT,Personal,1
742,568800.0,0.0,237000.0,36,244800.0,0.66,0,0.5,Self-Employed,Post Graduate,MORTGAGE,Personal,0
707,1632000.0,0.0,2691000.0,60,126000.0,0.36,0,2.3,Self-Employed,Graduate,RENT,Education,1
552,666000.0,0.0,1500000.0,180,50400.0,0.47,0,4.5,Salaried,Graduate,RENT,Home,0
669,486000.0,0.0,369000.0,48,106800.0,0.19,0,5.9,Self-Employed,Graduate,OWN,Vehicle,1
804,242400.0,156000.0,331000.0,48,75600.0,0.64,3,0.5,Salaried,Post Graduate,OWN,Vehicle,0
706,508800.0,530400.0,2409000.0,120,86400.0,0.31,0,8.1,Salaried,Post Graduate,OWN,Home,1
755,488400.0,0.0,623000.0,48,9600.0,0.26,1,12.0,Business,Post Graduate,OWN,Personal,1
715,997200.0,804000.0,740000.0,84,343200.0,0.39,0,12.7,Salaried,Undergraduate,MORTGAGE,Vehicle,1
631,758400.0,0.0,449000.0,48,322800.0,0.2,1,0.5,Business,Graduate,MORTGAGE,Personal,0
748,307200.0,0.0,553000.0,60,111600.0,0.21,0,0.5,Business,Post Graduate,MORTGAGE,Education,0
699,646800.0,253200.0,347000.0,36,244800.0,0.28,0,10.5,Unemployed,Graduate,OWN,Personal,0
608,850800.0,277200.0,801000.0,48,325200.0,0.35,0,10.7,Business,Professional,OWN,Personal,1
726,1363200.0,204000.0,4821000.0,240,465600.0,0.38,0,9.1,Business,Undergraduate,MORTGAGE,Home,1
749,958800.0,0.0,972000.0,84,348000.0,0.7,1,0.5,Salaried,Graduate,RENT,Vehicle,0
554,894000.0,692400.0,543000.0,36,31200.0,0.48,0,5.8,Self-Employed,Professional,OWN,Vehicle,1
665,608400.0,324000.0,907000.0,60,14400.0,0.41,0,1.1,Self-Employed,Graduate,OWN,Personal,1
712,728400.0,292800.0,1500000.0,120,25200.0,0.26,0,4.6,Salaried,Post Graduate,OWN,Home,1
517,1170000.0,0.0,1536000.0,24,312000.0,0.37,0,7.3,Salaried,Post Graduate,RENT,Personal,0
653,283200.0,505200.0,842000.0,84,31200.0,0.25,1,2.2,Salaried,Graduate,OWN,Education,1
750,484800.0,816000.0,799000.0,36,6000.0,0.5,0,3.3,Unemployed,Post Graduate,MORTGAGE,Personal,1
563,385200.0,259200.0,567000.0,60,13200.0,0.23,1,8.8,Salaried,Graduate,OWN,Education,0
608,724800.0,0.0,1504000.0,36,22800.0,0.36,0,11.8,Self-Employed,Undergraduate,RENT,Business,0
711,1156800.0,0.0,505000.0,24,326400.0,0.42,0,13.8,Salaried,Undergraduate,OWN,Business,1
743,423600.0,0.0,426000.0,60,27600.0,0.77,0,10.0,Self-Employed,Undergraduate,RENT,Education,1
740,216000.0,0.0,321000.0,48,82800.0,0.05,0,10.2,Salaried,Post Graduate,MORTGAGE,Personal,0
648,469200.0,0.0,1761000.0,240,210000.0,0.63,0,8.8,Salaried,Professional,MORTGAGE,Home,0
766,972000.0,0.0,311000.0,12,193200.0,0.16,0,5.7,Salaried,Graduate,RENT,Personal,1
672,790800.0,175200.0,1035000.0,36,190800.0,0.39,0,4.1,Salaried,Graduate,OWN,Personal,0
741,744000.0,0.0,536000.0,12,87600.0,0.72,1,8.3,Self-Employed,Graduate,OWN,Personal,0
537,504000.0,0.0,276000.0,60,148800.0,0.24,0,14.3,Business,Post Graduate,OWN,Vehicle,0
665,291600.0,0.0,1500000.0,180,120000.0,0.3,0,5.3,Self-Employed,Undergraduate,RENT,Home,0
719,781200.0,0.0,563000.0,24,63600.0,0.47,2,7.9,Business,Graduate,OWN,Business,0
696,372000.0,273600.0,1893000.0,240,159600.0,0.48,0,9.2,Salaried,Post Graduate,RENT,Home,0
611,1956000.0,271200.0,1970000.0,48,194400.0,0.5,0,2.6,Salaried,Professional,MORTGAGE,Vehicle,1
787,805200.0,333600.0,4052000.0,240,96000.0,0.17,1,6.0,Business,Graduate,OWN,Home,1
755,427200.0,0.0,216000.0,60,175200.0,0.37,1,7.8,Salaried,Post Graduate,OWN,Education,1
736,420000.0,331200.0,285000.0,36,111600.0,0.37,2,12.7,Business,Graduate,RENT,Business,1
733,559200.0,0.0,3002000.0,240,8400.0,0.38,0,6.5,Salaried,Post Graduate,RENT,Home,0
757,516000.0,361200.0,172000.0,60,186000.0,0.46,0,8.6,Self-Employed,Post Graduate,RENT,Personal,1
680,1087200.0,0.0,537000.0,24,314400.0,0.63,0,3.0,Self-Employed,Graduate,OWN,Personal,0
806,651600.0,277200.0,477000.0,48,218400.0,0.4,0,3.4,Salaried,Post Graduate,OWN,Vehicle,1
738,393600.0,198000.0,214000.0,12,28800.0,0.56,1,10.1,Salaried,Post Graduate,RENT,Personal,1
774,1664400.0,0.0,2711000.0,60,654000.0,0.34,0,12.3,Self-Employed,Post Graduate,OWN,Education,0
664,604800.0,0.0,278000.0,48,213600.0,0.82,1,7.9,Salaried,Post Graduate,MORTGAGE,Vehicle,0
836,897600.0,502800.0,1479000.0,36,386400.0,0.44,0,4.5,Self-Employed,Post Graduate,MORTGAGE,Vehicle,1
577,421200.0,0.0,674000.0,84,78000.0,0.05,1,3.6,Self-Employed,Graduate,OWN,Education,0
735,718800.0,0.0,1012000.0,60,168000.0,0.33,1,9.8,Salaried,Graduate,OWN,Education,0
655,698400.0,0.0,876000.0,48,220800.0,0.16,0,7.1,Business,Professional,RENT,Vehicle,0
741,216000.0,0.0,127000.0,36,9600.0,0.47,1,0.5,Business,Post Graduate,RENT,Personal,1
687,1782000.0,502800.0,2930000.0,240,169200.0,0.08,1,1.7,Salaried,Graduate,OWN,Home,1
735,1196400.0,0.0,4607000.0,120,154800.0,0.54,0,5.4,Salaried,Post Graduate,OWN,Home,0
604,472800.0,0.0,249000.0,36,201600.0,0.68,0,11.1,Salaried,Professional,OWN,Business,0
664,320400.0,265200.0,521000.0,48,0.0,0.58,0,6.6,Salaried,Graduate,RENT,Vehicle,1
741,711600.0,571200.0,6619000.0,240,318000.0,0.11,1,2.3,Salaried,Graduate,OWN,Home,0
642,616800.0,0.0,2741000.0,180,109200.0,0.36,1,0.5,Salaried,Professional,OWN,Home,0
592,715200.0,560400.0,960000.0,24,208800.0,0.37,1,8.2,Salaried,Post Graduate,OWN,Personal,0
668,654000.0,0.0,1962000.0,180,121200.0,0.22,0,4.0,Salaried,Graduate,MORTGAGE,Home,0
841,777600.0,0.0,511000.0,36,274800.0,0.35,1,8.5,Business,Undergraduate,RENT,Personal,1
598,1304400.0,196800.0,2000000.0,12,558000.0,0.48,0,3.0,Salaried,Graduate,RENT,Personal,0
573,804000.0,198000.0,194000.0,36,162000.0,0.46,0,9.3,Salaried,Post Graduate,RENT,Personal,0
775,330000.0,0.0,200000.0,48,26400.0,0.12,0,12.7,Self-Employed,Undergraduate,OWN,Vehicle,1
685,1244400.0,0.0,1051000.0,84,124800.0,0.42,0,13.3,Self-Employed,Graduate,OWN,Education,1
700,1450800.0,0.0,1447000.0,84,174000.0,0.51,0,4.0,Salaried,Professional,RENT,Education,1
723,3330000.0,0.0,2000000.0,12,332400.0,0.72,0,0.5,Salaried,Graduate,MORTGAGE,Personal,0
588,316800.0,0.0,60000.0,48,2400.0,0.59,1,4.4,Business,Graduate,OWN,Personal,0
757,672000.0,0.0,2502000.0,180,260400.0,0.62,0,3.5,Salaried,Graduate,RENT,Home,0
706,216000.0,337200.0,644000.0,60,66000.0,0.38,0,3.5,Salaried,Graduate,RENT,Personal,1
840,798000.0,212400.0,3919000.0,240,184800.0,0.38,1,4.4,Self-Employed,Undergraduate,MORTGAGE,Home,0
786,435600.0,0.0,1722000.0,300,28800.0,0.21,0,9.7,Self-Employed,Post Graduate,RENT,Home,1
642,1694400.0,241200.0,2000000.0,48,31200.0,0.28,0,1.4,Salaried,Post Graduate,OWN,Personal,1
673,384000.0,0.0,1500000.0,300,66000.0,0.56,0,8.9,Salaried,Graduate,RENT,Home,0
756,232800.0,0.0,1500000.0,120,0.0,0.24,0,6.5,Salaried,Graduate,OWN,Home,0
633,453600.0,0.0,2043000.0,300,12000.0,0.47,0,7.5,Self-Employed,Graduate,OWN,Home,0
662,216000.0,151200.0,448000.0,84,7200.0,0.62,1,6.8,Salaried,Graduate,RENT,Vehicle,0
826,889200.0,0.0,884000.0,12,326400.0,0.14,0,7.4,Self-Employed,Graduate,RENT,Personal,0
679,216000.0,246000.0,661000.0,48,70800.0,0.28,0,13.9,Self-Employed,Graduate,OWN,Personal,0
545,597600.0,296400.0,894000.0,24,82800.0,0.37,0,4.7,Salaried,Post Graduate,OWN,Personal,0
705,216000.0,0.0,142000.0,36,30000.0,0.59,1,5.1,Self-Employed,Graduate,RENT,Personal,0
742,493200.0,0.0,572000.0,36,76800.0,0.45,0,4.5,Self-Employed,Post Graduate,OWN,Personal,1
604,1452000.0,446400.0,1481000.0,24,369600.0,0.53,0,11.0,Salaried,Post Graduate,RENT,Personal,0
598,717600.0,348000.0,3272000.0,240,277200.0,0.19,0,8.0,Salaried,Graduate,MORTGAGE,Home,0
719,366000.0,288000.0,671000.0,48,78000.0,0.42,0,0.5,Self-Employed,Graduate,RENT,Vehicle,1
796,578400.0,0.0,379000.0,36,38400.0,0.74,0,5.8,Business,Graduate,OWN,Personal,1
783,594000.0,336000.0,972000.0,36,42000.0,0.47,0,8.2,Salaried,Graduate,RENT,Personal,1
682,763200.0,0.0,3695000.0,180,19200.0,0.22,0,1.3,Self-Employed,Professional,OWN,Home,0
750,277200.0,478800.0,958000.0,36,92400.0,0.37,0,13.1,Salaried,Graduate,RENT,Vehicle,1
674,814800.0,224400.0,2169000.0,180,146400.0,0.47,0,7.7,Salaried,Post Graduate,MORTGAGE,Home,1
726,216000.0,280800.0,126000.0,60,88800.0,0.32,0,10.9,Salaried,Undergraduate,MORTGAGE,Personal,1
608,416400.0,0.0,2173000.0,240,57600.0,0.32,0,7.1,Business,Graduate,RENT,Home,0
719,450000.0,682800.0,614000.0,48,162000.0,0.32,1,1.9,Salaried,Graduate,MORTGAGE,Personal,1
688,832800.0,0.0,732000.0,60,186000.0,0.4,0,4.3,Salaried,Graduate,OWN,Vehicle,1
581,595200.0,0.0,269000.0,48,226800.0,0.37,0,2.7,Salaried,Post Graduate,OWN,Vehicle,0
608,271200.0,0.0,359000.0,48,68400.0,0.16,0,0.5,Salaried,Undergraduate,OWN,Vehicle,0
683,342000.0,210000.0,737000.0,24,30000.0,0.62,0,10.7,Business,Undergraduate,OWN,Personal,0
824,656400.0,404400.0,1352000.0,60,236400.0,0.61,0,14.5,Salaried,Graduate,RENT,Education,1
825,562800.0,0.0,812000.0,36,1200.0,0.29,2,12.4,Self-Employed,Post Graduate,RENT,Business,0
745,427200.0,466800.0,215000.0,36,97200.0,0.35,0,6.1,Self-Employed,Professional,RENT,Personal,1
675,451200.0,0.0,354000.0,12,39600.0,0.28,3,7.1,Business,Post Graduate,OWN,Personal,0
602,862800.0,0.0,483000.0,48,130800.0,0.59,0,9.3,Unemployed,Graduate,RENT,Vehicle,0
658,442800.0,0.0,578000.0,84,81600.0,0.58,2,13.7,Salaried,Professional,OWN,Vehicle,0
659,560400.0,236400.0,1500000.0,240,141600.0,0.2,0,8.5,Self-Employed,Post Graduate,OWN,Home,1
565,1940400.0,0.0,992000.0,24,309600.0,0.56,0,0.5,Salaried,Professional,MORTGAGE,Business,0
721,268800.0,0.0,79000.0,24,78000.0,0.45,0,5.7,Self-Employed,Graduate,OWN,Personal,1
607,216000.0,501600.0,3094000.0,300,18000.0,0.64,0,0.5,Salaried,Post Graduate,OWN,Home,0
722,904800.0,0.0,668000.0,24,321600.0,0.47,3,12.4,Salaried,Post Graduate,MORTGAGE,Personal,0
772,405600.0,463200.0,1241000.0,48,110400.0,0.29,0,5.6,Salaried,Post Graduate,MORTGAGE,Personal,1
650,493200.0,0.0,455000.0,24,78000.0,0.45,0,5.6,Salaried,Post Graduate,RENT,Personal,0
729,382800.0,210000.0,2307000.0,180,91200.0,0.42,0,1.5,Salaried,Post Graduate,MORTGAGE,Home,0
658,510000.0,330000.0,3168000.0,240,92400.0,0.25,0,4.9,Unemployed,Graduate,OWN,Home,0
662,1417200.0,384000.0,1969000.0,36,558000.0,0.31,0,9.5,Salaried,Post Graduate,RENT,Personal,0
704,914400.0,0.0,534000.0,48,224400.0,0.79,0,3.5,Salaried,Post Graduate,OWN,Vehicle,1
736,945600.0,364800.0,1946000.0,120,336000.0,0.26,0,6.9,Salaried,Graduate,RENT,Home,1
667,270000.0,0.0,163000.0,36,96000.0,0.37,1,4.9,Self-Employed,Post Graduate,MORTGAGE,Personal,0
726,312000.0,402000.0,466000.0,24,103200.0,0.44,0,3.8,Salaried,Graduate,MORTGAGE,Personal,1
668,216000.0,0.0,120000.0,24,73200.0,0.33,0,5.3,Business,Post Graduate,RENT,Personal,0
680,376800.0,0.0,453000.0,48,38400.0,0.37,0,4.3,Business,Undergraduate,RENT,Vehicle,0
669,996000.0,626400.0,1779000.0,60,390000.0,0.33,0,7.3,Salaried,Graduate,MORTGAGE,Vehicle,1
741,781200.0,342000.0,1344000.0,60,248400.0,0.4,1,2.7,Salaried,Graduate,RENT,Vehicle,1
770,520800.0,0.0,659000.0,36,13200.0,0.13,2,9.1,Self-Employed,Post Graduate,MORTGAGE,Personal,0
751,580800.0,350400.0,981000.0,36,169200.0,0.26,2,0.6,Salaried,Post Graduate,RENT,Business,0
646,403200.0,682800.0,3975000.0,240,87600.0,0.11,1,2.1,Salaried,Graduate,OWN,Home,0
566,658800.0,205200.0,1358000.0,36,42000.0,0.36,0,6.2,Salaried,Post Graduate,MORTGAGE,Education,0
731,896400.0,0.0,477000.0,36,190800.0,0.61,0,6.5,Self-Employed,Graduate,MORTGAGE,Personal,1
590,242400.0,198000.0,1500000.0,240,100800.0,0.18,0,7.7,Business,Undergraduate,OWN,Home,0
677,693600.0,0.0,2746000.0,120,273600.0,0.43,1,9.1,Salaried,Post Graduate,OWN,Home,0
703,982800.0,0.0,1632000.0,120,38400.0,0.51,2,7.8,Salaried,Post Graduate,RENT,Education,0
726,468000.0,597600.0,754000.0,48,92400.0,0.39,1,3.8,Self-Employed,Post Graduate,OWN,Vehicle,1
740,865200.0,176400.0,5413000.0,120,198000.0,0.34,1,2.4,Salaried,Graduate,RENT,Home,0
527,2766000.0,206400.0,2000000.0,24,860400.0,0.64,3,6.3,Salaried,Graduate,MORTGAGE,Personal,0
743,555600.0,0.0,430000.0,60,192000.0,0.6,2,6.2,Self-Employed,Professional,OWN,Business,0
706,730800.0,0.0,340000.0,36,272400.0,0.58,0,10.0,Salaried,Undergraduate,OWN,Personal,0
683,392400.0,0.0,525000.0,12,105600.0,0.62,1,8.9,Salaried,Post Graduate,OWN,Personal,0
673,650400.0,0.0,914000.0,36,258000.0,0.29,2,7.2,Salaried,Graduate,MORTGAGE,Personal,0
748,757200.0,0.0,737000.0,48,189600.0,0.22,0,1.8,Salaried,Professional,OWN,Personal,1
764,655200.0,0.0,185000.0,36,7200.0,0.68,1,7.2,Business,Post Graduate,OWN,Personal,1
578,336000.0,427200.0,566000.0,60,69600.0,0.37,0,5.0,Unemployed,Graduate,OWN,Vehicle,0
713,658800.0,295200.0,970000.0,60,48000.0,0.79,0,8.7,Salaried,Graduate,RENT,Vehicle,1
661,1315200.0,232800.0,1442000.0,36,339600.0,0.21,3,5.1,Self-Employed,Graduate,RENT,Personal,0
742,752400.0,386400.0,1045000.0,36,230400.0,0.27,0,2.2,Salaried,Post Graduate,OWN,Business,1
556,998400.0,0.0,792000.0,36,306000.0,0.35,1,3.0,Self-Employed,Professional,OWN,Vehicle,0
669,516000.0,0.0,502000.0,84,114000.0,0.08,0,4.2,Self-Employed,Graduate,OWN,Vehicle,1
785,888000.0,762000.0,4328000.0,180,286800.0,0.14,1,0.9,Business,Post Graduate,RENT,Home,1
677,686400.0,0.0,2673000.0,120,34800.0,0.35,0,0.5,Salaried,Graduate,OWN,Home,0
684,349200.0,373200.0,818000.0,48,148800.0,0.1,0,10.9,Salaried,Graduate,OWN,Personal,1
694,700800.0,0.0,1242000.0,120,266400.0,0.37,1,6.3,Salaried,Professional,RENT,Education,0
763,340800.0,0.0,152000.0,24,130800.0,0.17,0,3.4,Salaried,Graduate,RENT,Business,1
816,415200.0,810000.0,260000.0,24,6000.0,0.46,0,7.0,Salaried,Graduate,OWN,Personal,1
623,652800.0,550800.0,1998000.0,84,67200.0,0.45,0,0.5,Business,Graduate,OWN,Education,1
733,692400.0,394800.0,4885000.0,180,31200.0,0.05,0,2.1,Salaried,Post Graduate,RENT,Home,1
732,306000.0,0.0,413000.0,12,118800.0,0.53,1,0.5,Salaried,Graduate,OWN,Personal,0
571,1050000.0,0.0,280000.0,12,354000.0,0.25,0,1.7,Business,Post Graduate,RENT,Business,0
682,805200.0,434400.0,1002000.0,48,34800.0,0.9,0,6.6,Salaried,Graduate,RENT,Personal,1
559,399600.0,0.0,337000.0,24,72000.0,0.38,0,5.2,Self-Employed,Graduate,RENT,Personal,0
667,252000.0,0.0,239000.0,36,57600.0,0.39,0,5.3,Self-Employed,Post Graduate,RENT,Business,0
618,543600.0,548400.0,1500000.0,240,175200.0,0.19,1,2.2,Salaried,Post Graduate,OWN,Home,1
825,460800.0,386400.0,3384000.0,180,61200.0,0.31,0,4.2,Business,Post Graduate,MORTGAGE,Home,1
804,626400.0,314400.0,360000.0,60,81600.0,0.09,0,9.1,Salaried,Post Graduate,RENT,Vehicle,1
740,481200.0,0.0,545000.0,36,115200.0,0.55,0,4.1,Salaried,Graduate,RENT,Personal,0
751,216000.0,0.0,315000.0,24,51600.0,0.16,0,8.2,Self-Employed,Graduate,OWN,Personal,0
734,475200.0,159600.0,338000.0,24,24000.0,0.29,0,7.2,Self-Employed,Professional,RENT,Business,1
681,496800.0,0.0,87000.0,48,159600.0,0.4,0,3.9,Salaried,Professional,RENT,Personal,1
775,834000.0,223200.0,1519000.0,120,67200.0,0.21,1,4.3,Self-Employed,Post Graduate,OWN,Home,1
685,400800.0,0.0,278000.0,48,153600.0,0.63,0,3.2,Self-Employed,Professional,RENT,Personal,0
563,1480800.0,778800.0,3416000.0,84,514800.0,0.19,0,1.3,Salaried,Post Graduate,RENT,Education,0
565,216000.0,330000.0,745000.0,36,94800.0,0.26,2,4.2,Salaried,Graduate,RENT,Business,0
750,1209600.0,0.0,1072000.0,36,93600.0,0.4,0,6.6,Salaried,Post Graduate,MORTGAGE,Personal,1
536,519600.0,0.0,301000.0,36,220800.0,0.24,0,5.9,Salaried,Graduate,RENT,Vehicle,0
750,944400.0,789600.0,2342000.0,60,310800.0,0.41,0,10.8,Salaried,Post Graduate,OWN,Education,1
823,614400.0,267600.0,1098000.0,84,243600.0,0.55,0,8.6,Salaried,Post Graduate,OWN,Education,1
573,1100400.0,0.0,5419000.0,180,16800.0,0.46,0,5.3,Business,Graduate,OWN,Home,0
664,475200.0,338400.0,1139000.0,48,68400.0,0.44,0,6.9,Salaried,Post Graduate,RENT,Personal,1
737,321600.0,0.0,1500000.0,180,4800.0,0.23,4,6.4,Business,Post Graduate,OWN,Home,0
691,1285200.0,0.0,491000.0,84,105600.0,0.45,0,0.9,Unemployed,Post Graduate,OWN,Education,0
787,553200.0,0.0,1105000.0,24,219600.0,0.25,0,5.2,Salaried,Graduate,RENT,Business,0
793,664800.0,661200.0,2257000.0,240,122400.0,0.24,0,7.7,Business,Graduate,RENT,Home,1
505,1160400.0,0.0,1072000.0,48,350400.0,0.38,0,9.0,Self-Employed,Post Graduate,RENT,Personal,0
571,333600.0,0.0,267000.0,36,73200.0,0.37,0,6.5,Business,Graduate,OWN,Personal,0
827,816000.0,643200.0,830000.0,36,174000.0,0.27,1,7.9,Business,Professional,OWN,Business,1
836,424800.0,0.0,2073000.0,240,124800.0,0.19,0,6.3,Salaried,Graduate,RENT,Home,0
713,547200.0,0.0,599000.0,48,106800.0,0.34,0,8.6,Self-Employed,Post Graduate,RENT,Vehicle,1
542,612000.0,0.0,543000.0,48,6000.0,0.5,1,4.0,Self-Employed,Undergraduate,RENT,Vehicle,0
751,258000.0,321600.0,660000.0,36,92400.0,0.19,0,0.5,Self-Employed,Post Graduate,OWN,Business,0
664,382800.0,302400.0,747000.0,48,46800.0,0.76,0,8.6,Self-Employed,Graduate,MORTGAGE,Personal,1
842,1237200.0,558000.0,8391000.0,240,373200.0,0.37,0,10.3,Self-Employed,Professional,RENT,Home,1
777,957600.0,340800.0,1955000.0,12,283200.0,0.26,2,10.3,Salaried,Professional,MORTGAGE,Business,0
749,568800.0,433200.0,1576000.0,240,37200.0,0.39,0,2.5,Salaried,Graduate,MORTGAGE,Home,1
659,672000.0,496800.0,210000.0,36,49200.0,0.42,0,7.5,Self-Employed,Graduate,RENT,Personal,1
658,500400.0,0.0,661000.0,48,100800.0,0.5,1,0.5,Self-Employed,Graduate,RENT,Personal,0
639,1240800.0,0.0,1706000.0,24,190800.0,0.39,0,7.2,Self-Employed,Undergraduate,RENT,Personal,0
495,526800.0,700800.0,483000.0,12,64800.0,0.12,0,11.2,Salaried,Graduate,OWN,Business,0
708,668400.0,220800.0,846000.0,36,93600.0,0.05,0,9.3,Salaried,Graduate,OWN,Personal,1
721,1105200.0,0.0,1292000.0,36,126000.0,0.1,3,0.5,Self-Employed,Graduate,OWN,Education,0
712,384000.0,0.0,362000.0,24,19200.0,0.57,0,3.2,Self-Employed,Graduate,OWN,Personal,0
788,1386000.0,0.0,1552000.0,36,55200.0,0.41,0,9.8,Salaried,Post Graduate,OWN,Personal,1
651,253200.0,0.0,300000.0,36,100800.0,0.55,0,1.2,Salaried,Graduate,RENT,Business,0
739,1441200.0,0.0,1182000.0,36,528000.0,0.43,2,12.1,Salaried,Post Graduate,RENT,Business,0
673,478800.0,0.0,428000.0,24,106800.0,0.24,0,9.5,Self-Employed,Graduate,MORTGAGE,Personal,0
699,514800.0,0.0,729000.0,24,74400.0,0.15,0,12.9,Salaried,Graduate,RENT,Personal,0
749,216000.0,507600.0,1500000.0,180,67200.0,0.23,0,10.0,Salaried,Graduate,RENT,Home,1
695,458400.0,0.0,489000.0,60,22800.0,0.53,3,8.0,Self-Employed,Graduate,OWN,Personal,0
840,332400.0,583200.0,925000.0,24,15600.0,0.43,0,7.8,Self-Employed,Professional,MORTGAGE,Business,1
755,421200.0,217200.0,1668000.0,180,26400.0,0.52,0,13.4,Business,Post Graduate,RENT,Home,1
671,546000.0,393600.0,3772000.0,180,170400.0,0.42,1,0.5,Salaried,Graduate,OWN,Home,0
640,996000.0,432000.0,331000.0,48,368400.0,0.25,0,4.0,Business,Post Graduate,RENT,Personal,1
666,660000.0,0.0,657000.0,48,159600.0,0.46,0,7.0,Salaried,Undergraduate,OWN,Personal,0
671,697200.0,450000.0,3199000.0,180,52800.0,0.31,0,7.3,Salaried,Graduate,RENT,Home,1
666,321600.0,660000.0,667000.0,48,49200.0,0.1,0,3.4,Business,Graduate,OWN,Personal,1
613,362400.0,0.0,433000.0,36,134400.0,0.66,0,7.9,Salaried,Graduate,RENT,Vehicle,0
826,1581600.0,0.0,2340000.0,84,364800.0,0.18,1,12.6,Salaried,Graduate,OWN,Education,1
581,392400.0,0.0,285000.0,48,79200.0,0.15,0,5.0,Salaried,Post Graduate,MORTGAGE,Personal,0
718,1462800.0,0.0,849000.0,60,434400.0,0.61,0,4.3,Business,Post Graduate,RENT,Vehicle,1
555,514800.0,0.0,256000.0,60,81600.0,0.38,1,9.5,Self-Employed,Undergraduate,OWN,Education,0
648,589200.0,352800.0,2664000.0,180,1200.0,0.36,0,12.3,Business,Post Graduate,OWN,Home,1
704,1059600.0,0.0,1026000.0,24,448800.0,0.31,0,0.5,Business,Post Graduate,MORTGAGE,Business,0
635,1184400.0,218400.0,788000.0,12,379200.0,0.5,0,1.8,Salaried,Graduate,RENT,Personal,0
714,553200.0,325200.0,479000.0,48,238800.0,0.25,0,3.1,Business,Graduate,OWN,Personal,1
777,475200.0,616800.0,724000.0,48,181200.0,0.59,0,4.9,Salaried,Post Graduate,RENT,Personal,1
722,570000.0,356400.0,1198000.0,24,96000.0,0.71,0,9.9,Salaried,Undergraduate,RENT,Business,0
734,708000.0,362400.0,685000.0,24,121200.0,0.17,0,11.4,Salaried,Post Graduate,RENT,Personal,1
727,960000.0,0.0,4935000.0,240,62400.0,0.6,0,0.5,Salaried,Undergraduate,OWN,Home,0
818,589200.0,192000.0,822000.0,36,213600.0,0.11,0,10.9,Salaried,Graduate,OWN,Education,1
780,826800.0,487200.0,2549000.0,12,230400.0,0.13,0,5.8,Salaried,Post Graduate,OWN,Business,0
617,1448400.0,0.0,1107000.0,60,166800.0,0.45,0,4.2,Self-Employed,Graduate,MORTGAGE,Business,1
801,726000.0,223200.0,2300000.0,240,313200.0,0.13,0,4.6,Salaried,Graduate,OWN,Home,1
835,698400.0,211200.0,986000.0,60,241200.0,0.41,0,9.9,Business,Graduate,MORTGAGE,Vehicle,1
774,255600.0,326400.0,495000.0,24,102000.0,0.15,0,8.3,Salaried,Post Graduate,RENT,Personal,0
740,216000.0,0.0,200000.0,36,16800.0,0.12,2,11.6,Self-Employed,Graduate,RENT,Vehicle,0
674,728400.0,356400.0,830000.0,24,194400.0,0.53,0,0.5,Salaried,Graduate,MORTGAGE,Personal,0
783,558000.0,0.0,459000.0,60,248400.0,0.11,2,1.1,Business,Graduate,OWN,Vehicle,0
831,442800.0,0.0,639000.0,24,69600.0,0.25,0,9.3,Salaried,Undergraduate,RENT,Personal,0
775,672000.0,0.0,1313000.0,24,122400.0,0.32,0,2.2,Business,Post Graduate,OWN,Business,0
